,id,content,Sentiment_updated
934,935,I've got jam! Oh yea.,worry
935,936,@bkGirlFriday thanks! You're the first one to wish me a happy mother's day,love
936,937,@alane01 that couldn't be more true! I like ur momma's style!,neutral
937,938,@bendthelight I heart you girls!! Let's hang out soon!,worry
938,939,Watching my fav movie...Two Can Play That Game! &quot;Ever notice how men start to act up around Spring time?&quot; Shante Smith,happiness
939,940,perfect night in nj.,worry
940,941,At the movies. . . About to watch Star Trek!,happiness
941,942,God is so good!!,worry
942,943,I don't feel any pressure right now...    Happy Mother's Day people...,worry
943,944,ROFL - me too.,neutral
944,945,@baloneyFACE probably the coooolest thing we've ever done,neutral
945,946,@odrisck anything  bookmark - keychain - surprise me,neutral
946,947,"@BeDimples Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",love
947,948,crazy in love sfoot cover 4 that song is awesome better than the original well at least that's what i think,love
948,949,"@chelemodica i wish, 2:55 i Corning NY 2:56 in Ottawa and 2:53 in Corning NY a few years later... its only a matter of time",neutral
949,950,So theres this boy. Hes so cute. Hes got a six pack.  yum it was fun touchin it.,happiness
950,951,Smoking Maryjane is my favorite thing to do  speaking of ima name my daughter Maryjane Lakoda. Lakoda is mrijuana is latin&lt;3,neutral
951,952,@iamglennie how fun!  Invite her to the hhs group,happiness
952,953,to atl in the morning then back to Clemson,neutral
953,954,today was a lovely day! I had fun with @sarzp and @harryv401 this evening!,happiness
954,955,@JoyKnows U see what I did there,neutral
955,956,@emma_daarling haha yah it's walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend,happiness
956,957,@sharkattack44 i wish there was an &quot;i like&quot; option (like fb) for things like this,sadness
957,958,@charyl most definitely,neutral
958,959,FREE FREE FREE- just a pesky registration but after that  ENJOY http://bit.ly/rlQGu,love
959,960,Im eating a salad  and rember to comment my new myspace pictures plz?,neutral
960,961,listening to the falling rain...lalala,neutral
961,962,I have found the best songd to have stuck in my head are relient k songs...I know every word and can finish them,worry
962,963,@tayloregly I am filming musicans friends of mine  @Landslideduo at a Legion  These people sure know how to dance,worry
963,964,loving life lately!!!!  Looking forward to going to see Samantha! Hanging out with Natalie right now!,love
964,965,Strawberry margaritas + baked stuffed shrimp =,neutral
965,966,Makeup + cute dress = I'm ready to go,love
966,967,Can you get me a sub from subway when ur on your way home?,happiness
967,968,@BadAstronomer what are these ones called?   http://twitpic.com/4wauk,neutral
968,969,"Saw Star Trek yesterday and Wolverine today....loved them both, Jackman abs and ass and Spock ears",love
969,970,@jlneveloff CONGRATS on graduating college!,neutral
970,971,"its a beautiful,albeit, windy at times, night in So No....",love
971,972,@David_Henrie Hey David. Did You enjoyed Wango Tangoo?,happiness
972,973,"where is the love by the black eyed peas, so many memories. Watching the hulk!",love
973,974,Happy Mother's Day one day early to all moms everywhere---you deserve to have your own day.,happiness
974,975,@DanWarp &quot;Shut Up&quot; was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,hate
975,976,Figured out twitter for my phone,neutral
976,977,finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,neutral
977,978,@jonaskevin I loved it! You guys are amazing!,love
978,979,@christyharrison iloveyoumoreeee,neutral
979,980,"@BeccyR It's a program that shows all Twitter and Facebook status updates all in one.. it's alright, but yeah probably won't use it often",neutral
980,981,@OklahomaStar Good luck 2 u and the babies,neutral
981,982,The Mediteranian Kitchen...oh well can't get them all right.,worry
982,983,@AboveAllFabric  Hells Yeah. Block away. Just not sweet lil' ole me.,worry
983,984,@BPDINOKC Thanks!,neutral
984,985,"A slice of pizza, a movie (Star Trek), and a shared hot fudge sundae @ Sundae House. Saturday nights are Date Nights again",hate
985,986,"@veeiceekayi look, i'm following you!",worry
986,987,"loves GOSSIP GIRL Episode 23, The Wrath of Con",love
987,988,A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh,neutral
988,989,@perivision btw - downloaded iphone 3.0 sdk,neutral
989,990,"I just put my TV on the Canucks game and they score  yaay come on VanCity baby (I know, I can't believe I'm watching hockey either)",worry
990,991,SUPER BUENO FTW!!! I am so proud of you guys.,happiness
991,992,@cammyjo Tell me about it! What is obvious in real life makes for great entertainment on TV  It is great to try and figure out the killer,happiness
992,993,@mitchelmusso!!! Tell us your experience! I Loveeeee Youu!,worry
993,994,@David_Henrie have fun dude. Love u on &quot;wizards of waverly place&quot;!!!,happiness
994,995,"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  @Jonasbrothers",love
995,996,leaving radioboxer show. santos is a saint,neutral
996,997,as we were disembarking @ Tswassen we saw a pod of killer whales ^^ i'd just finished pointing out that i'd never seen bc killer whales.,neutral
997,998,bye! off to the movies with jake,neutral
998,999,"@DanielleAdalis the ending is te funniest, you'll see. ;) @JonasBrothers you know paranoif is always stuck in my head?? Love it.",love
999,1000,@larrioux Aha the mom super power - guilt,neutral
1000,1001,@musicislife2010 Really? Bahaha. I love that you relate people to that. haha.,love
1001,1002,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,happiness
1002,1003,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,love
1003,1004,such a fun night with Bekah just talkin and stuff. Wuv her,worry
1004,1005,I dedicated today to Mothers Day videos because without Moms (and Dads) we wouldn't be here tweeting.,neutral
1005,1006,Gonna go drop some logs in the pool  back in 15 min,worry
1006,1007,http://twitpic.com/4wave - aww since its mothers day,love
1007,1008,lucky to be where i belong,neutral
1008,1009,@nathydiaz it was ok after all. a couple of things made us late and stuff but after we got there we had a lot of fun.,relief
1009,1010,Just got home from a day of pampering and shopping!!!! My white outfit is now totally complete,neutral
1010,1011,@Coodieranks Thats nice. My cousin just left my house. He has daughter's their all daddy's girls. So sweet,worry
1011,1012,its awful breezy out here good thing they sold blankets!,sadness
1012,1013,"Happy Mother's Day!!!  I'm at the beach with my family. It's a warm, clear night with a beautiful full moon...",love
1013,1014,"Making a video for HitRecord... hope it comes out well, it'll be my first record",surprise
1014,1015,alone @ home... nice  very nice!!,happiness
1015,1016,"@willemss Lol, eBay? You laugh now...juuuuuust wait.",fun
1016,1017,"Haha!!! Korn is FUNNY!!  ugh... If I drink any more $10 beers , I'm going to... Get fat! :/",fun
1017,1018,"@SaundraYee hey, welcome to Twitter",neutral
1018,1019,@Claymoore for sure! You and your wife seem like cool cats.,neutral
1019,1020,diiinner  its sooo cold right here D:,worry
1020,1021,So's your face,worry
1021,1022,"@MerDerNeverOver just sent you the FC link, Courtney!",neutral
1022,1023,"@kakakatey That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar",worry
1023,1024,@tiffrobyn lol what did Perez say now?? please don't make me actually go look,worry
1024,1025,@manoyjoe: thanks. happy mother's day to your mom as well.,happiness
1025,1026,Summer is finally here! Graduation in a week!,neutral
1026,1027,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,happiness
1027,1028,"@Lyricist_Juice yeah u do suck, but....... every 1 can't suck &amp; still look BEAUTIFUL like u do",hate
1028,1029,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,love
1029,1030,"@David_Henrie hey david, you're hot",love
1030,1031,I had a great time at the surprise party! We got him good!,happiness
1031,1032,what fun!  I got retweeted by a bot,neutral
1032,1033,@PerezHilton if u want i can send you the naughty snaps taken during teh same shoot,love
1033,1034,@e__O lol but tiz a good song,happiness
1034,1035,Star trek was good times.,happiness
1035,1036,Crawling into bed super happy that the Penguins won tonight,happiness
1036,1037,@arielle_marie Justin Timberlake is sooo funny!!,worry
1037,1038,Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool &amp; Classy baby! Shout out 2 &quot;D&quot; yeah mane!,neutral
1038,1039,@theevilgumby oh that was when he went down to the crowd...how epic dude,surprise
1039,1040,@jtimberlake love the new website,love
1040,1041,@Dynamomagician Dude you are awesome,surprise
1041,1042,"@penguinsnews Go Pens go, Gino Wins it for the Pens",neutral
1042,1043,Just sittin here listenin to music.  Follow Me?,love
1043,1044,@sally_anne85 @CinnamonCloud you 2 are very interesting... in a good way..,happiness
1044,1045,Mom's day dinner was awesome -  can't beat a taco loco - good times,happiness
1045,1046,@ayanakamura0428 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,love
1046,1047,&lt;3C.B|| Mothers day tomorrow,love
1047,1048,"today was alot of fun. i love my family ,sammy hernandez and caitlin hughes.  goodnight!",love
1048,1049,loves John Mayer's updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,fun
1049,1050,just got out of the shower.. man i feel good..,worry
1050,1051,my boyfriend just bought me tickets to american idol,worry
1051,1052,"&quot;She threatened me, I patronized her, we didn't have anything to eat, but I thought there was a connection.&quot;    Movie night.",worry
1052,1053,@Harley_Dude Very nice. Good night,neutral
1053,1054,my Mom rocks.,sadness
1054,1055,Up and at'm   getting ready for work,neutral
1055,1056,Doin the Damn Thing Here at the Crib..Bout to Watch Star Trek... Yup,hate
1056,1057,@littlereddr WHAT! That's a sin!,neutral
1057,1058,@tldavidson Actually there was this other guy I thought I didn't know but turns out I DID know from a previous party...,surprise
1058,1059,@Teresamerica oh yeah he IS!  .. you should see him when he REALLY gets going! LOL .. doesn't care WHO doesn't like it heheheheh GREAT!,fun
1059,1060,@TheLonely perfect song!,neutral
1060,1061,"@equivocality nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",neutral
1061,1062,@kimberlyhopkins probably...why not!,neutral
1062,1063,"@yoboseiyo Heehee, how did you know who I was talking about?",neutral
1063,1064,@andylevy p.s. i heart your face,sadness
1064,1065,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can't wait to have a dragon pet,happiness
1065,1066,I jus planted a garden in my backyard,happiness
1066,1067,New pickkshaa! If it's really big then it looks MILKY!  YAAAY!,happiness
1067,1068,@orphanth i just had pasta  from pizzahut.,neutral
1068,1069,@wethedan its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,happiness
1069,1070,today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,worry
1070,1071,"@10veisonitsway OHSHNAPSSS. is she pissed at blair as usual ? hahah. &amp; yeeeah, i bake cookies",hate
1071,1072,@mattlogelin http://twitpic.com/4wb52 - Such a pretty baby!,neutral
1072,1073,@ChiefEditor4SAU Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,happiness
1073,1074,@honestlyx21 the one you have now,neutral
1074,1075,oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,worry
1075,1076,"@eritchardson  &amp;, i'm sure mom'll have more good food waiting for you at home.  enjoy the good ole bed &amp; your OWN room with no roommates.",relief
1076,1077,@mariramos hola Mari. Happy Mother's Day! Enjoy the family and the beach,happiness
1077,1078,Cant wait to see my boy tomorrow,surprise
1078,1079,watching beauty &amp; the beast  haha,neutral
1079,1080,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",happiness
1080,1081,I should get a metal for making it to work this morning...,happiness
1081,1082,@justinphillip. Awesome!  what kind?,happiness
1082,1083,Signing off. Mom's day tomorrow.,neutral
1083,1084,"Nice win by the Dodgers, 8-0 over Giants",neutral
1084,1085,SNL is gonna be great tonight,happiness
1085,1086,Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol,fun
1086,1087,whoohoo! just went to get movies and junk food  its a womens night mwahaha &gt;,neutral
1087,1088,"@govinda108 um that's really scary, please be safe!  Btw ill be in orlando next week",worry
1088,1089,Delish  serendipity3,neutral
1089,1090,@Blue_Rose   *follows back*,neutral
1090,1091,got it? good. HAPPY MOTHERS DAY!,love
1091,1092,"@JanieceLincoln Ha... Totally go for it. You're a journalism major, so it's a perfect fit.",happiness
1092,1093,"@karleigh Can't wait, you &amp; Katie always end up with some of the best interviews..",worry
1093,1094,"@greggrunberg I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",worry
1094,1095,"@etniqminerals though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be had?",worry
1095,1096,Tomorrow is Mother's Day. I hope everybody got their mom something awesome...or at least calls to say hello,happiness
1096,1097,White House?  This thing's a lifesaver: http://snipurl.com/hkuj9,worry
1097,1098,@jt nope not yet. but we have to be out of this one before we close. we are closing on both the same day this week,sadness
1098,1099,at the yard house,happiness
1099,1100,Today was eventful...,neutral
1100,1101,"Sometimes I hate myself, but that's normal so I don't worry bout it",worry
1101,1102,@alidg take me with you!!!  Have fun!,love
1102,1103,@shoot4the5hole Welly's the Pinball Wizard.  #canucks,neutral
1103,1104,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,relief
1104,1105,Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,happiness
1105,1106,@daysgoby - thanks!  it'll be great    ... and even better as soon as I get that wallet in my grubby little hands!  lol,happiness
1106,1107,"is going to be in Cincinnati all day Sunday...visitin' with an old friend/brother from Korea, then a date with someone special",worry
1107,1108,Gonna read a story bout adam lambert online then bed. Nighty night,worry
1108,1109,"watching &quot;Steel Magnolias&quot; then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, &lt;3 peace.love.jonas",love
1109,1110,@Aniluck,neutral
1110,1111,My husband thinks my Twittering makes me a creeper... whatever.,worry
1111,1112,Google goes pink today,neutral
1112,1113,"retweet please  awesome kawaii, anime and cosplay items: http://bit.ly/cUjXg",neutral
1113,1114,Ok. Night sweet people  I'll look for ya tomorrow,love
1114,1115,@Shaunie_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!,happiness
1115,1116,@josieinthecity LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it's called &quot;Because I Said So&quot;,worry
1116,1117,@SinnamonLove Yes we did!  Thank You!!,happiness
1117,1118,"@IncredibleLAGO I'd be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",worry
1118,1119,@elissa_10807 I'm watching the 4th harry potter movieee,neutral
1119,1120,eating oreos and milk,neutral
1120,1121,"@brian09 Hi, im following you now and i just wanted to say I LOVE FRIENDS.",love
1121,1122,"@vivid13 Good for you! I don't think I'll be joining later. I'm hyper as hell, though. WHEE!",neutral
1122,1123,@thatswhack74 aww that's sweet! i made a home made card and i wrote her a song...   it wasn't that much but oh well..,happiness
1123,1124,at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!,neutral
1124,1125,lots of decisions to make...i need an assistant/cook/nanny/chauffer lol lol but 4 real!,fun
1125,1126,@CocoDishman wasssup cocoliciousness!!! I knew u didn't recognize me!  how's ur daughter?,neutral
1126,1127,@louistm thanks to follow,love
1127,1128,@TexasGarabedian I'm seeing LOTS of SOLD signs,neutral
1128,1129,@HomeBizLiz thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We'll keep him in our prayers,worry
1129,1130,@Tigerfluff who cares its hockey,neutral
1130,1131,"im so tired, we have a great time today together, thanks for all",love
1131,1132,@andrewgoldstein 11 30s way early! anyway nigth night  love you!,neutral
1132,1133,@8bitBass man if you gotta whip it you gotta whip it.,neutral
1133,1134,In a @HANSON mood.. Listening to the older stuff... This Time Around. Not that old but old enough.,worry
1134,1135,has got a degree in BS.,neutral
1135,1136,Can't wait for the next twitter.,worry
1136,1137,"@taylorswift13 , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",love
1137,1138,@4everBrandy looks like your having fun,happiness
1138,1139,"@astrokitty75 Thanks! I downloaded the trial version of Stuffit, and it worked. Good advice.",happiness
1139,1140,@luv_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,worry
1140,1141,"@chriskoon aw, sure thing  their in my thoughts and prayers.",worry
1141,1142,wants to wish all the moms a Happy Mother's Day.  Hope you're all treated like Queens!,love
1142,1143,"@venzann I have yet to understand any sentence u have ever typed,but it's kinda fun-like learning a foreign language&amp;I love to quote u.",worry
1143,1144,Good B-movie... Starship Troopers is cool! Citizen,happiness
1144,1145,Back in SJ. Star Trek tonight at 9:45pm at Cinelux on Almaden.,happiness
1145,1146,Quick thoughts. Tired. Happy. Satisfied. Entertained. Excited. Oh... and a bit in love,love
1146,1147,Greg back in the top 10. This is why I love Nascar.,love
1147,1148,says happy mothers day to all mothers everywhere!  http://plurk.com/p/stz7a,love
1148,1149,Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,happiness
1149,1150,@ladybee_5652 ... =D ok wassup,neutral
1150,1151,i like this Dr. Seuss quote - ï¿½You know you're in love when you can't fall asleep because reality is finally better than your dreams.&quot; -,love
1151,1152,"my two new favorite prayers:  &quot;help me, help me, help me.&quot;  and &quot;thank you, thank you, thank you.&quot;",happiness
1152,1153,frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day,sadness
1153,1154,@avenue_a The rocky kind! With little rockpools &amp; octopi &amp; shells &amp; stuff. Now I want to be at the beach. Its the perfect overcast day.,happiness
1154,1155,Thanks! carry on the craziness again!!!,neutral
1155,1156,2026 2164 6790 9128  Add me up and lets play something.,neutral
1156,1157,http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother,love
1157,1158,@alchristopher i know u r!  i wont be there til the 6pm service..will u be there?,worry
1158,1159,@Mrsdaughtry Some days you must look hard for that good thing.,worry
1159,1160,well its time to hit the hey stack night yalls  TOMORROW IS MOTHERS DAY!,love
1160,1161,@lynnnein Bad rum experience in college - still haven't recovered,neutral
1161,1162,"@mbulatao oh no!!!! i hope its not too baad, tell mya i hope she's gets better soon",worry
1162,1163,"@devilishdelish awww, that's cute.",love
1163,1164,@mrskutcher nice clutch,neutral
1164,1165,arriving at home now.. had a great time with friends today,happiness
1165,1166,@albo60s you must ask the Cubs fans. I can't fathom it myself.,neutral
1166,1167,"Tonight, will be a good night  &lt;3",neutral
1167,1168,Going Outro... Peace.,worry
1168,1169,@vogleratmizzou yay about breaking 200!,worry
1169,1170,@MariahCarey Happy mother's day to Ms. Pat Carey,happiness
1170,1171,"http://twitpic.com/4wbnd - dont worry , i let him go . i named him fishyyy",worry
1171,1172,"@MaryCateOMalley Like the Simpsons? That's like asking, &quot;so you like breathing?&quot;",neutral
1172,1173,"found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears",worry
1173,1174,Pinkberry,neutral
1174,1175,"Ok I'm going to go read my new Demonata book,so later  &lt;3",neutral
1175,1176,FOOOOOD  yummy so. whose washing the dishes now ? NOT ME ! not i ..    rofl,neutral
1176,1177,@derekcody oh ok. Well good for you...can I get some weather updates instead??  jk.,happiness
1177,1178,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,worry
1178,1179,Watching a movie with sam,neutral
1179,1180,@ChrisMelly Hey Chris...met you in the AI line back in March when neither of us got in...haha  I'm sure you don't remember...what's up?,happiness
1180,1181,@TheRealMJ87 I saw the game not a huge cavs fan lol. they pay refs. But Yao's out 4 the rest of playoffs so L.a is cruising to the WCF,fun
1181,1182,@ShepardsFaith I shall annoyingly tweet at you tomorrow.,worry
1182,1183,@perze my gut feel says its gonna be a boy ababa,worry
1183,1184,@wordcharmer pffftt! You know how I like to stay busy!  I'm Awesome (and sober...dang)! How are you??,happiness
1184,1185,Editing all the photos I took at my brothers soccer game. He's got a lot of work to do as a coach.,neutral
1185,1186,@chrissinicole I guess thats just how I am lol,neutral
1186,1187,@AlMaddin  enjoy ur night,happiness
1187,1188,@lawoogie That's just how babies are  Their little rhythms are still in sinc with when they were inutero.,neutral
1188,1189,Chicago rocks my socks,neutral
1189,1190,"is hanging with Bryant&amp;&amp;Hailee, possibly Lafayette tonight. 'nd i don't know why i keep updating this because i have 0 followers",worry
1190,1191,And the boss said thanks for all your work 2day  Peace,worry
1191,1192,Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,happiness
1192,1193,@peacelovekelly and we will all eat it and be happy,happiness
1193,1194,"@trswift hahahaha nice. i gave up on bio cos idk what the hell i'm doing, so hello chem",fun
1194,1195,bowling with cousins  awesome,happiness
1195,1196,The power is out! I can't seeeeeeee!!  I love storms!,love
1196,1197,gave my mother her mother's day present. she loved it,happiness
1197,1198,lets play some russian roulette.,neutral
1198,1199,@Sarahbear9789 Haha thanks.,happiness
1199,1200,another bday w a special friend,neutral
1200,1201,@mahmood *cough* star trek *cough*,worry
1201,1202,"@tonyrobbins it's ok to tell yourself, 'I'm different!' because you are.",surprise
1202,1203,@ddlovato aw! she's super cute!!!,happiness
1203,1204,@zefrank have a lovely weekend,love
1204,1205,@worldfamousKid awwwww poor Drew... I hope you feel better before Krush,worry
1205,1206,@kid_twist86 strip club is picking up!,worry
1206,1207,@mshemoney Aw Yay,happiness
1207,1208,@dexterlo feel better!   c's been teething all week &amp; its been rough...,relief
1208,1209,On the phone to mum  http://tinyurl.com/otdn9u,neutral
1209,1210,@theteganandsara PRIDE next weekend in Long Beach!!,neutral
1210,1211,is feelin it,worry
1211,1212,@thebadhousewife  Goodnight.,neutral
1212,1213,Playing bingo with my mom and other old ladies,neutral
1213,1214,Just watched the movie The Holiday. I had forgotten what a feel good movie it was!  Lovely evening.,happiness
1214,1215,"Ok, time for bed. Good night Twitter",neutral
1215,1216,@siempreuntigre It's the fact that I need to get through half a course by 9 am tomorrow morning that has me down. I'll be at reunions!,neutral
1216,1217,Just at Starbucks with Farrah!,neutral
1217,1218,bored.. almost mothers day,neutral
1218,1219,Going for a ride! Perfect night to go out and chill,neutral
1219,1220,Had a nice dinner with mom! I've started the chicken rolls. They are going to cook overnight. The rest I'll do tomorrow.,fun
1220,1221,please check out www.mysweetebony.com and lmk what you think  ... my first paysite ... post up your site too!,neutral
1221,1222,"i need to see @betsycon7...now! someone buy me a plane ticket, please?",worry
1222,1223,@visualheart another purse? Need to see photos.,neutral
1223,1224,is NOT watching Star Trek tonight. But is heading to a lovely dinner and fun board games night with @chrisweis,fun
1224,1225,@jtimberlake good luck! I have no doubt you will be hilarious. really hoping to see you dressed as some kind of foam food item  and go...,happiness
1225,1226,WH Correspondant's Dinner Rocked! Wanda Sykes was hilarious and Obama wasn't too bad  Happy Mother's Day to all the mom's out there......,happiness
1226,1227,Watching one of my fav movies Sparkle  + go get food later!,neutral
1227,1228,FAWXING CRAYONS,neutral
1228,1229,I'm up way past my bed time.  gonna catch sum snl.,sadness
1229,1230,With Russ and Joe!,neutral
1230,1231,@lostinthesound  Chris' baby was born today!,neutral
1231,1232,"@superfro432 Is it bad that I'm sitting here watching a #Pens replay and getting excited? I think it's the coffee, but... Who knows.",neutral
1232,1233,@JorinCowley I see. I guess there must be lots of Hawks fans in Texas on twitter.,neutral
1233,1234,@TheBetterSexDoc nice quote as always!,neutral
1234,1235,@LisaTheDiva all late but I seen your bubble tweet video ) awww,worry
1235,1236,@CarCrashHearts what do i have? lots of stuff.,worry
1236,1237,this week has been fun...i hope next week will be even better  NYC in 19 days,happiness
1237,1238,Watching TV with the best people in the whole world !!!!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha,love
1238,1239,Listening to dashboard confessional &amp; counting down the days until the @varsityfc concert on May 16th with @ashgoz,neutral
1239,1240,just came back from karaoke &amp; eating dinner with emily. it was sooooo much fun,happiness
1240,1241,@coleryanxxx yes LOL that's good one .remeber that bottoms are always the top .,happiness
1241,1242,@BabyPatches I had a very good day - lots of stretching and sleeping in the sun,worry
1242,1243,just spent an hour doing a dino blog on myspace. i loveeeee dinos! &lt;333 Oh and the movie was really funny.,love
1243,1244,Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,fun
1244,1245,@sweetdreamer I'm not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,sadness
1245,1246,@JENjbphoto totally digging the napa valley idea! I can deal with wine and a limo ride,worry
1246,1247,@DuaneCoffin then maybe we should ask Him for a raise.,neutral
1247,1248,Going I sleep today was a long day happy mothers day to all the moms out there,relief
1248,1249,happy mothers day to all..im gonna help mine right now.she deserves it..you guys should too..,worry
1249,1250,is hittin' the ole dusty trail w/ Miss Morgan.,sadness
1250,1251,One taken from earlier this week!  http://twitpic.com/4wb42,neutral
1251,1252,I'm sadly dissapointed in the show ''Jonas''. Good shows on disney= hannah montana &amp; wizards of waverly place.,sadness
1252,1253,@stephanierhenee ha... I thought you would enjoy the Family Guy reference... and I'm more bored than you,neutral
1253,1254,"@jumblejim &quot;A hike in the woods with four little kids couldn't be that exhausting, right? Wrong.&quot;  LOL.. Try downright masochistic!",neutral
1254,1255,"If you guys would be interested in watching me get tattooed tomorrow, let me know!",neutral
1255,1256,Writing this post on my new iPod Touch!,worry
1256,1257,@jadedcreative did you find me a spot on your team??  wink wink.,worry
1257,1258,@zeenell when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,sadness
1258,1259,that party was a great time  just got 'paranoid' by @jonasbrothers as a ringtone! yay,happiness
1259,1260,Missy higgins kate voegele grace potter and the nocturnals,neutral
1260,1261,@IdRatherBeSki @siriuslyheather They follow my,neutral
1261,1262,@KellyOlexa hey girl  How you doin? Did ya hear my BIG interview? http://kellyg.roneyzone.com,fun
1262,1263,Margaritas with my Momo. I've missed her.,sadness
1263,1264,@GiulianaRancic Iï¿½m also watching a movie with friends (twilight),neutral
1264,1265,@Pamela_Edwards Heh heh. Odd but amusing. Thanks!,happiness
1265,1266,"@melissa_paige92 AMEN! Clearly, if they did know you, they wouldn't be able to say that! You're WONDERFUL!  I get it too, though... sucks",worry
1266,1267,"no @AlexisMarie23, I can't make it to the tour. I'm from Philippines",worry
1267,1268,@PaulaCampbell Happy Mothers Day Paula,love
1268,1269,@DC_VulcanRaven thanks again,neutral
1269,1270,time to go swimming in the freezing water at kalies. yeah!,worry
1270,1271,@Personal_Trainr Thanks for the link.  It made me smile,happiness
1271,1272,"@Joannah11 I've had @hempware for a while now, just in case. And yeah, I start work there again tomorrow. Very excited",neutral
1272,1273,Said The Whale &amp; Mother Mother? OK!,worry
1273,1274,@David_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ;) I LOVE YOU DAVID!!,love
1274,1275,happy thats its finally summer  and cant wait to turn 21 on weds!!!!!!!,happiness
1275,1276,So glad I'm finally done with finals!,relief
1276,1277,Get into me not going. lol at least I didnt get my hopes up,sadness
1277,1278,@robinware Did you see Star Trek? Now I can't sleep.........too much action. Can't wind down!!!,worry
1278,1279,@DakotaCassidy Hah!  Sparkly ones at that.,neutral
1279,1280,"Back from SOAP, soooo fun.",neutral
1280,1281,"@CrysWinchester HAHAAH! Crys, you blowing the fuses is a typical move",neutral
1281,1282,Yay we're gonna leave earlier!  Can't wait to get back to Hawthorne!,neutral
1282,1283,@Pamluther I'd like to put your fruity article on my website if you'll permit,worry
1283,1284,"@theclairemarie I can't, I'm studying so I don't fail  Come over, I'll make u some tortellini or chicken or a chicken salad.",worry
1284,1285,@ADKmama I'll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,love
1285,1286,@CareFtw *points at Facebook message*,neutral
1286,1287,"Happy Mother's Day, @ninalo",happiness
1287,1288,http://twitpic.com/4wc1k - jake is signing up for a twitter!,neutral
1288,1289,Feet hurt...finally in bed...will not forget this crunch when it's over...very very productive day today though,sadness
1289,1290,Watching snl because the love of my life is hosting,love
1290,1291,working my way through a Myst maze while my video exports,neutral
1291,1292,"Baby girl scraped her leg in a bike accident today. Couldn't find any gauze, had to use panty liners and medical tape to patch her up.",worry
1292,1293,Please visit http://vzerohost.com/info and sign up to alpha test my image hosting service!,worry
1293,1294,"hey everyone, whats up? i got another hour and a half of work so tell me something you think i wouldnt know....this should be a good one",enthusiasm
